id,nombre,precio
d78775bb-8816-40eb-8d5b-273d4bdbe8d1,Wine - Winzer Krems Gruner,128
deb1a0e8-1846-4a77-b330-32e1f9a2cda2,"Pasta - Orzo, Dry",1103
6472731c-2c79-443f-933c-c0decfd8d2de,Wine - Carmenere Casillero Del,369
2265179d-9e22-41df-83c6-3840e0b48f78,"Apple - Delicious, Red",525
8bbe5f50-c39a-4243-87f3-bed86d1e0bad,Cream - 35%,1205
cc028d7f-bc54-401c-8d4a-9ef697750c02,Veal - Slab Bacon,33440
1ee2a5a4-6f92-4360-9123-a86ecb4b3806,Huck Towels White,27635
b5cb4ce7-8811-4d5c-8627-c6981da8a256,Vacuum Bags 12x16,276
960f327c-60e2-427d-b55c-b95c5457296e,Apple - Macintosh,334
fdbce3f3-7c83-462b-aa23-ad0eda22fcd7,Table Cloth 90x90 Colour,459
d0b3c38a-258f-41c7-b98b-6094cdf0f776,Beef - Tenderloin,17
1bf185bd-2bb2-4071-8a06-bd9011187798,Cabbage - Nappa,256
cd515d21-1c12-46fe-8653-47ebca6a0560,Marzipan 50/50,3503
86d97da7-808f-402b-ba62-b646959d5732,Cookies - Englishbay Wht,192
34f5583c-db69-41a8-8d05-bcdfd980deb0,Dried Apple,41
2d3bf6e7-8802-4fa2-a367-45c86337b056,Crackers - Melba Toast,470
a41e0db2-aac8-46de-a223-a7c61366ed36,Wine - Carmenere Casillero Del,137
818b3396-4110-496d-a738-c5c6ac65a651,Extract - Raspberry,1678
63e5c824-9eba-451c-b499-bffb20c1fd15,"Beans - Kidney, Red Dry",247
ddd8cc21-5b35-4d56-a4e5-0fa49c53d605,Potatoes - Mini White 3 Oz,3367
a2b13254-5a29-4eef-9310-58f5e674bdeb,Cabbage - Savoy,235
7a20b8f8-cfbe-41ce-993f-8ca380605413,Nougat - Paste / Cream,2039
7f40020a-be5d-477d-81b8-b983ecd7bda3,"Beans - Kidney, Canned",2712
4b92d3ce-5070-4801-b73e-1ed5522fe458,"Wine - Red, Colio Cabernet",766
07242f90-a1f0-4d61-a3d9-97f8a3c4813d,Soup Campbells - Italian Wedding,285
d4d18b28-7d90-4ea9-becc-f48b16af8d13,"Pasta - Canelloni, Single Serve",1011
c59f5d5e-1f7c-49cf-a93a-f66e818c5cf4,Table Cloth 120 Round White,325
b4db6bba-82e6-4467-83d5-f0b3edb47260,Carbonated Water - Peach,423
e68350a9-ba08-400d-85b2-ee85b74298ce,Foie Gras,240
c6f1706b-9367-4c46-ab7f-7ad7ef57e8a4,"Syrup - Monin, Irish Cream",129
bda02fd2-f1f4-4d94-9409-bccc9084891c,"Chocolate - Semi Sweet, Calets",755
51ded5d6-b8d5-464f-9a3b-e447e5591813,Transfer Sheets,320
0bbe57b7-d645-4d4d-9fd9-6cdeb12e11b2,Cheese - Brick With Pepper,655
ca40c85a-9a7a-4080-b6b0-4c2274750c2e,"Salmon - Atlantic, Fresh, Whole",596
b5aef4ab-d0fd-40bd-bd8a-2b431ddf1552,"Butter - Salted, Micro",552
b037b949-2c70-43b5-8d1f-af9aebf549b0,Kellogs All Bran Bars,1606
4d678eab-8343-40a0-8436-0d9b4c6d0445,Fennel - Seeds,230
03982460-e18f-4331-87d7-58958de20f4d,Orange Roughy 4/6 Oz,20112
933f5b59-58af-4d94-882c-1aed96670cae,Tomato Paste,206
97d2562e-5341-4698-830c-85de12fd6176,Lemonade - Pineapple Passion,619
46d059e5-08ce-4523-8532-3edb42c9fd58,Butter Ripple - Phillips,1713
972568b4-ac18-4329-af19-4a35d31828a3,Sugar - Brown,2203
c907378d-1862-4163-9ac3-4e4f9d7fc76a,Cranberries - Fresh,631
07f79655-d56f-4738-ae22-93a46035316a,Carbonated Water - Cherry,2359
f64616c8-1a9a-4397-bcd1-0e06b420e9ec,"Veal - Insides, Grains",5434
741c5798-6cda-4f5a-af75-afcaacbf283a,Rice - Basmati,248
d15ee2b8-a18d-45f2-9407-06164b5bb985,Ginger - Crystalized,1073
ea3e1bba-ca7a-4aa0-ba63-9c5557a1be71,Sauce - Marinara,17
7bbe7441-b997-4560-9927-c033e6af080b,Lamb - Loin Chops,94
2624bf61-6ac7-452a-86b1-a1d620a3c25f,Nori Sea Weed - Gold Label,1025
2343a8d3-c37d-4a3b-b9eb-1e5de9bf5b23,Dehydrated Kelp Kombo,847
910ffbe6-5640-4f25-98fd-d57e6e6354d0,"Pepper - Paprika, Hungarian",536
5e10234f-a851-4b31-b8fd-672236eecd6d,"Sugar - Brown, Individual",11072
a483ccbb-6a7c-42d1-a1fe-a90b9ea0eb06,Island Oasis - Mango Daiquiri,60
70a9ffb4-1fa8-4355-8556-d9b4729f950d,Seaweed Green Sheets,17
49becd65-766d-42d1-b4f7-45871fa25065,Icecream - Dibs,1207
0feafce0-6e2a-4d72-a1de-ccaf7f433be4,Oxtail - Cut,497
746d8341-d348-4c35-87ea-4d1ac7505861,Snapple - Mango Maddness,656
95bd57af-b7d0-4954-b095-ef6fe0e0ca0a,"Schnappes - Peach, Walkers",1305
842a6aa8-49ce-48dd-a3a4-01393778c949,Chicken - Soup Base,361
cfe77791-1b61-40d0-a310-d823574f071d,Pate - Cognac,1046
42969b0f-42a1-44d1-8875-0fd00e1c0dc8,"Pork - Chop, Frenched",159
d6fba2ff-8b61-4fae-96b1-7ade3b17c362,Water - Tonic,2883
6540871b-841a-42ef-8a7e-64b5fae7b446,Currants,401
bc9bc37b-db5b-4ec8-bcff-5e6eabbb2863,Artichoke - Fresh,2390
c9c80963-df66-4f7b-b405-ddd0609e66cc,Galliano,467
cf864d5a-08f6-4e4f-a4ad-ee090066cd33,Onions - Cippolini,1692
35b861c0-7507-4d6f-a85b-b29f444267b1,Water - Green Tea Refresher,474
db1fe330-b26b-431b-b812-a181aa7665ce,Molasses - Fancy,4100
7c31cfea-af3e-46d9-b10e-525dc80fa979,Noodles - Steamed Chow Mein,579
998cb87a-547b-4185-8160-c6d1cda7dd07,Wine - Sauvignon Blanc,84
f83a81d5-eac4-4243-ae49-5adb9fe4fe02,"Wine - White, Mosel Gold",109
c5adfb82-e6a9-45de-aa42-76ee8c7595dd,"Mushroom - Porcini, Dry",1484
eb704e5b-20f1-4cd5-8048-19cf09952b2e,"Water - Spring Water, 355 Ml",307
d0dd2769-d3a7-4978-b15b-056faa215bdc,Beef - Bresaola,409
c7208c63-ffe6-477e-81ac-5a8ea186fd6d,Melon - Honey Dew,863
320cdffd-4177-4836-89eb-ccf4119dd41c,Pate - Peppercorn,87
7861898f-d84d-4bee-a5e7-92a3a0b61e1e,"Wine - White, French Cross",385
2c75116d-29a5-4c88-aecf-43c2e68bd407,Lamb - Sausage Casings,1367
c1065921-65ac-4b1f-b121-777b35f44075,Gatorade - Cool Blue Raspberry,10241
f2c23563-558f-4914-b688-e204b4114fb8,Wine - Mondavi Coastal Private,491
ea336065-2ba1-4a4f-9e15-1bf15361f61d,Lettuce - Lambs Mash,48
225f073a-bb1c-4cb8-9100-7adc06c942c5,Fuji Apples,183
6b44a48d-68c2-48ca-840e-0bac21e86a85,Bread - Multigrain Oval,464
8eed0950-79b1-4d73-a503-535804d36898,Pastry - Raisin Muffin - Mini,701
c8e55cd7-6b21-4b72-9ad1-1f01558a4b70,Pork - Ground,273
5b998f6e-f2ee-4160-96c3-baaee9e11073,Bread - Raisin Walnut Pull,147
58d42a6f-d3b8-41c9-a186-1b9a1fddb098,Petit Baguette,7024
dcf891a1-55a9-47a3-a571-702810fc68cd,Appetizer - Asian Shrimp Roll,639
2c482447-88f2-44bc-9734-ba0c30152394,Whmis - Spray Bottle Trigger,694
1caadd98-1c6c-45f3-a0bb-734807ef79c4,Chicken - Leg / Back Attach,138
dd8694e4-55e0-49c0-b351-47dd9aeea927,Compound - Mocha,1622
ac91b4ac-9d95-4c6d-944e-52658b37ef5f,Wine - Manischewitz Concord,117
722bad1f-bb1c-4d47-8f29-456a39f83966,Watercress,641
df023ade-8916-4059-9118-65e6ce76e42f,Kellogs Cereal In A Cup,1003
b93563b6-a4b2-44ff-929b-5dfaaf73e0a3,Appetizer - Smoked Salmon / Dill,61
786d7c2c-816e-4891-ac67-cc2684ad5c8b,Apricots Fresh,811
acbf6ef2-7cd3-4496-8c0f-fd377851db47,Wine - Cotes Du Rhone,423
4371bb68-9d2c-457c-8844-9b6cff7cd0b2,Mushroom - Porcini Frozen,327
54b2c95c-e6f3-4208-83cb-58a3468e0593,Wine - Riesling Alsace Ac 2001,365
1a925486-f89b-45f4-8e9d-60b69afd359e,Potatoes - Peeled,157
3917b43f-aa5d-451d-929f-4493cf907338,Beer - Mill St Organic,383
5e94559f-c983-4e88-bf4a-8f3bfc0631ee,"Veal - Shank, Pieces",411
4bb0737a-f68d-4ddd-97e2-a5032e02d4e7,Cheese - Goat With Herbs,1871
ad24cb7a-18bb-4cdf-ae35-3512bb3108e0,Cheese Cloth No 60,105
74fdc7e4-cc22-4cdc-b0b0-d595be2faa0d,Vegetable - Base,2023
297a6795-2cf1-4834-ac24-882c1aa63205,"Quail - Whole, Bone - In",1413
13d3df97-9612-4d17-abfc-899905c2c170,"Carrots - Purple, Organic",200
07d10a89-d157-43f1-b8b2-b44134422418,Myers Planters Punch,420
03ef7fa3-e939-41a6-85fd-0e902184642a,Potatoes - Idaho 100 Count,459
f8a94ddb-e3cc-4d92-bad2-f793dc747abf,The Pop Shoppe Pinapple,556
e933b5df-0164-4925-b77a-b3068ff2f70b,Mace,322
750ffc0a-59ea-434a-b386-83ca756b9f7b,Roe - Flying Fish,2145
7c1071f3-8901-4bf3-bd7e-00d2806a44f1,Pastry - Apple Muffins - Mini,344
bd66b575-3d53-4248-93c9-699641bdbd85,Radish,1383
18db04c0-0987-4a57-8337-36d80c80740f,Sherry - Dry,2948
2e03a4a0-e55a-48f5-a351-a8c7e33fab7c,Water - Spring 1.5lit,261
43fa011f-1ec5-4d51-9a69-91daedaafda4,Bread - 10 Grain,380
acbc04e6-c196-48ef-86c7-78dfe01a58ce,Nutmeg - Ground,6094
1e86bcb5-71a6-4113-b714-2ae17a73a896,Allspice - Jamaican,379
cfe53d23-f2d1-497d-bb0f-8dc5dde2d566,Mustard - Dijon,387
7224ce7c-47a3-4cb5-95c3-e36dd3aae98d,Bar - Granola Trail Mix Fruit Nut,437
13264125-88d3-4128-b470-87c674fe372a,Baking Powder,891
9c5750d5-e5ae-4b45-b437-7d836ba8c505,Cherries - Frozen,340
456c296c-3af7-4671-adeb-a0c9fad385dc,Bread - Petit Baguette,204
cc789d81-f4da-49d6-962e-e05321b8307f,"Beans - Fava, Canned",9296
01ff4166-c4db-48ef-8871-324f863a06c5,Beef - Flank Steak,2593
a79bae30-ded1-4afa-81ab-f2348ede36c1,Sauce - Alfredo,258
57856487-b883-4e01-a73e-07eceedc8c3a,Bread - Focaccia Quarter,869
76ce30f9-da8d-4cb6-8844-ad0a7722d688,Coffee Beans - Chocolate,96364
625b9279-d8a2-4ca6-8585-46c1e46136ce,Pie Shell - 9,434
05104fda-156c-45c9-832d-3de25453071d,Sugar - White Packet,46
4471cfe0-7255-4a78-96ef-2662fc903a05,Pepper Squash,255
c8f4ed7b-4c72-49f3-96d7-413e92b9b765,Puree - Strawberry,536
65648216-d83d-43f1-a617-9915ff76cbd7,"Chicken - Breast, 5 - 7 Oz",269
d1bbb62b-ec1d-4189-9754-c379bcceb88d,"Iced Tea - Lemon, 340ml",3565
93ed1675-643c-457e-ad78-a7ae0f0789d7,Tea - Grapefruit Green Tea,1082
7c4fe4bf-5e8e-4b97-b5fd-13cfb4fc6acc,Ice Cream - Life Savers,149
a46dd945-233d-438d-a567-8dda36ab55f9,Soup - Campbells Mac N Cheese,234
4a5cd413-6e68-404e-9819-fca8d7e2c7eb,Chips - Assorted,797
fd7674b1-18c9-4d47-9836-ea77acbd0c6f,Kale - Red,160
09fa1e98-3c68-453d-b119-ed7cd56dec29,Spring Roll Veg Mini,1425
97079b28-e27d-49d5-afb9-b5ddad66b498,Sambuca - Ramazzotti,82
ce63ac01-0783-44f0-b7b1-a5c6cec94350,Grapes - Red,15313
ee340092-16c9-49f6-ac8b-c2508a833e6e,"Crush - Grape, 355 Ml",453
b2dfacff-b5fc-43ee-85c2-1e90d794cbe1,"Nut - Pine Nuts, Whole",906
fe960af3-c143-4416-a967-6c5ebf5e8ada,"Cherries - Bing, Canned",168
65671a19-51e1-4978-b51f-170414af4441,"Lamb - Pieces, Diced",346
2d8027a6-683a-48c6-8f46-c9e231d4f75f,Soup - Cream Of Potato / Leek,264
aafad6bb-d9d5-4552-9f18-d137d303d6fc,Sage Ground Wiberg,225
75974159-7b48-4fab-9c8a-5b3bbde85f1e,Quiche Assorted,1387
fbba4000-5f1a-4750-8bf0-33786cdea15d,Buttons,1019
2c565fa5-b76a-4b07-9385-3c26c3d43d82,Lettuce - California Mix,594
acdca2df-3a0a-4066-8198-461d0f4c5912,Longos - Grilled Veg Sandwiches,261
a27a15e4-33da-42a3-bc4a-fcea02ab390f,Sour Cream,640
0ee2d969-2e91-41e1-b971-2cd6fcbb3f8a,Juice - Happy Planet,36
c663a315-d38d-4411-beaa-de1eaa18ae0c,Pork - Belly Fresh,810
0a7c6f6a-8a04-4d12-a399-63a801ecaeae,Sage - Rubbed,2213
369cb9e0-bb2f-4538-abc0-0aea0d3bd0c0,Cabbage Roll,697
96a94db1-dc0b-476b-8e13-a3db2ebe7c57,Curry Paste - Green Masala,1200
b6bb23e1-405d-4765-83e9-f87575462a37,"Beef - Tongue, Cooked",365
41de8a43-54cd-4578-a7ee-ce7f3ca68404,Barley - Pearl,199
3fd1b78c-cf87-4a44-8e15-c019890798d2,"Vermacelli - Sprinkles, Assorted",198
fce29446-922a-4f3f-a748-f2dacb46a476,Island Oasis - Magarita Mix,30
0b0d60d3-de3b-4ad9-bfac-35a1318f6603,Steam Pan Full Lid,981
09f1ae0a-3ba1-4e55-9184-965941e3b351,Turkey - Ground. Lean,5420
b2491bb0-bbbf-4d5e-a9dc-e4dc92b3b6c9,Chervil - Fresh,557
a82d909d-6089-4196-a244-f5972eb5f5d6,Fireball Whisky,461
ea6b5ce2-bb7e-419a-9281-89543098cf44,Beer - Molson Excel,446
25248cbc-1bc2-4cbe-807d-5bd288efff1c,Scallops - 20/30,1298
cca120b0-3f01-4b97-ae51-1001a17e6a33,"Pasta - Fettuccine, Dry",390
fd535652-31c6-40c0-ba93-269ab617dc34,"Syrup - Monin, Swiss Choclate",547
bc70bd45-5589-40aa-b805-699a99a36b3e,Black Currants,343
7ba29b2d-7532-4222-8e75-8ea51e218ee1,Cake - French Pear Tart,293
42c7ab02-78e7-4b48-8b23-649bed68937a,Chinese Foods - Chicken Wing,1214
e4ffd7a9-2cf7-4918-b70b-3fd4551c3f18,Wine - Vineland Estate Semi - Dry,762
7d879160-acdb-483b-a1a6-245264bc3edd,Chocolate Bar - Smarties,939
0ca7da54-b320-424d-aa77-ce3cdc60307f,Wine - Redchard Merritt,2025
b18812fc-f3e6-457d-a7f6-cb982d456a3d,Flour - Teff,99
b400b585-486b-4fcd-92a8-e6353ad535f1,Nectarines,1461
8ed5e09f-eb38-4bdb-a8e0-f6adbd701db7,Lettuce - Lambs Mash,408
55ccb523-ffa1-4ac3-94c6-c95c33eb1965,Cardamon Ground,770
c6e61c69-8247-4ce6-9817-708361face2f,Papayas,103
a3cf5edd-f6cf-4112-b784-10be8ef34a67,Cleaner - Comet,268
3706e845-d153-4c4d-9198-dc4d700887ad,Sprouts - Baby Pea Tendrils,141
e036216d-4f77-4ad8-8216-2a553037b202,Pop Shoppe Cream Soda,272
75dfb96c-5c60-4ff3-bf4a-c6963093603b,Watercress,737
5a55ba80-2010-458e-bc3b-56cc2ab3f6b7,Tuna - Sushi Grade,1149
f0104cd6-a745-43fe-a8c9-c94765e57fe0,Eggwhite Frozen,465
518185c5-cd63-4ebe-b6b1-14ce8ca0e8db,Wine - Barbera Alba Doc 2001,10935
d5491607-2db3-4aeb-a66c-bf8fdd549e45,Table Cloth 53x53 White,467
6be06830-4818-4b89-81a9-d62d6166fa5e,"Coconut - Shredded, Unsweet",433
e72d5942-4d3f-4a68-ae07-85719fbb29b9,"Pork - Back, Short Cut, Boneless",144
aa327814-bff7-4249-9c15-e14df9049bea,Shrimp - Black Tiger 13/15,664
a0c1ef4f-a1f7-4dc5-bc79-2f766d5b18cf,Lemon Pepper,238
3771be6e-4cc3-4740-a8fa-14d83ae6fd12,Pepper Squash,307
5396c5c5-79ae-4e2a-802b-de58c988a37b,Butter - Pod,101
06b6b432-351f-4b44-a231-bb7c713fd411,Higashimaru Usukuchi Soy,649
306de916-5d03-40bb-a8e2-dbe8df403e58,Tomatoes - Orange,306
cc04b7ca-ad54-4e4d-8c03-148264049f54,Muffin Batt - Ban Dream Zero,332
57d5b1f6-d682-4fde-9ace-1e0acc4c38c5,Calvados - Boulard,575
b3974ea1-73d2-4bf7-b0e8-3ff4043bdc38,Brandy Cherry - Mcguinness,534
7282b1c6-65fd-407f-8942-e14f4af09003,Beef Striploin Aaa,387
f56ece67-878a-489f-86ee-2d14a2580d04,Corn - Mini,628
2a66298e-9328-4000-ace5-1bfbf9fd5295,Pastry - Apple Large,420
43545c14-21a7-4e3f-959d-5de50bcd09af,Coffee - Espresso,50
d8637d4e-87b6-4396-892f-24104cd64218,"Beans - Long, Chinese",140
7a5342b7-5d00-4ca3-a891-77e3017b68f7,Venison - Denver Leg Boneless,423
b781a801-8ecc-4e40-9b3e-77031b060fe2,Hummus - Spread,368
14d4027a-11ae-482b-9d9c-a5a7c40219a1,"Lid - High Heat, Super Clear",369
8c31a9e0-6de3-4c1d-8c1e-028502c780ed,Wine - Pinot Noir Latour,238
80e4c25c-21f6-4aaf-8706-b67a9d221257,Spice - Onion Powder Granulated,30
278b2eb4-8792-4d11-9f77-182768377afa,Beer - Moosehead,1451
ae31a8a6-341e-4470-a8a8-4849cbfc1ebd,Wine - Magnotta - Bel Paese White,1690
074a31ca-d4a6-4d52-8105-d419dbec72a9,Vinegar - Champagne,325
edc8775f-1bb8-499d-9d35-f66e2307b469,Bread Cranberry Foccacia,1089
41df4732-3d4b-4588-838a-cda900388f93,Lid - 0090 Clear,469
640bcf89-c112-4d6e-86c3-30cdfce8741a,"Pasta - Fettuccine, Dry",960
da22dc2c-c4a5-46af-938e-37f50826dcaa,Pastry - Chocolate Chip Muffin,132
cc134f5f-df15-4af5-be78-e73f1b843541,Trout - Smoked,2020
f0f22cbf-4957-4d48-8318-db063b018ae8,Mushroom - Crimini,126
b5a76921-4b6d-4fde-9442-36a19688db56,Ice Cream - Chocolate,923
be4d0893-c42b-4425-adfc-ff3a9071ad36,The Pop Shoppe - Root Beer,176
40ac25ec-1c63-419a-a899-44610f74cca5,"Pepper - Paprika, Hungarian",4116
d2174efe-bad9-48c6-9186-c87bcecb1049,"Pepper - Chipotle, Canned",981
6bfc7f2c-61e8-49f8-b733-c992275e12c9,"Radish - Black, Winter, Organic",343
3ebf17df-5177-424c-b036-82acd230589e,"Pork - Loin, Center Cut",669
fc8783ca-7170-43e6-931e-d3d64eab06d6,Compound - Pear,2073
47fbc089-97ef-415b-bc67-fc95df099e13,Buffalo - Tenderloin,146
cf5c8c0b-c764-470e-a127-07646b88b310,"Pasta - Canelloni, Single Serve",2654
e0794e9a-86e5-4137-8b2c-cf1dc13f893a,"Liqueur Banana, Ramazzotti",847
ce9a35bd-39db-423a-99bd-0b3e4aae54b6,"Beans - Kidney, Canned",540
a839082d-e55c-45d8-b37c-6bf12dbf29e2,Evaporated Milk - Skim,1105
725530d3-ab5c-401a-b777-e015e0fe4c7c,"Veal - Round, Eye Of",378
d8dfcffb-2bab-492f-9e44-da6c697c1abe,Tamarillo,74
42fb4116-c967-4b26-baaf-00b9968f1496,Water - Tonic,1809
da0138f4-8010-4263-a89c-6ce5f9684b45,Nantucket Orange Juice,515
054d342d-fc3e-4793-aa0f-ddadce96a56e,Yoplait Drink,102
0cc87618-8417-4ec5-97db-2f20981d3080,Honey - Lavender,87
065c845d-fc3e-4112-a5a6-619ad11de591,Ice Cream Bar - Drumstick,1788
3721e5c7-8dfb-4f4c-8aa1-e4abe3446a86,Jello - Assorted,223
9aeaaa3c-12d5-48f4-8a17-8d8820004f5d,Bar Energy Chocchip,2037
d8e5fcdd-df99-4684-918e-8c2dca89226c,Bread - French Stick,700
06bf719f-6c2e-46cd-8940-8385fb3626bf,"Beans - Black Bean, Dry",783
f9f565bf-484f-4300-ae94-b2df1a26c22d,Seabream Whole Farmed,820
758a7f78-caff-4cf3-ae44-0bd75335801d,"Pasta - Bauletti, Chicken White",455
1279e873-3644-47a6-bade-1b8b57a37c98,Barley - Pearl,34
99601001-389b-4ff0-958d-302a44611171,Tomatoes - Yellow Hot House,435
59eb80c5-f4f2-4711-852e-67888752724f,Coffee Cup 12oz 5342cd,903
9204f3ae-671b-4ddf-aae5-b3fc7647e53a,Arizona - Plum Green Tea,1393
04446e01-e87a-471b-90c4-0410c8fdee03,"Lentils - Red, Dry",5276
62d56759-b182-4aed-b33e-263604055fc4,Yeast Dry - Fleischman,118
28da1e9d-fbea-4d1b-a72a-96a3fabc6e30,"Soup - Knorr, Country Bean",304
e70b02bf-a177-4b94-b28a-022dfb843aab,"Bread - Multigrain, Loaf",58
8ef9b316-86d9-4b9b-a704-e7bc840d12ec,Baking Powder,126
dc7f5772-c6b1-41e2-bbfc-830fdbfe8d8d,Potatoes - Idaho 80 Count,246
dab8c6fa-a3e4-443e-9720-19ace177e326,Broom - Push,243
a0c3ec44-4fd5-4a62-bfe6-201ea94f2c3d,Wine - Gewurztraminer Pierre,934
3b57efee-b27e-4c4a-ac2e-7554c5d0f4ac,Couscous,363
f2409db8-b10b-4e09-8828-23672b6ae6d2,"Lobster - Tail, 3 - 4 Oz",2667
11424673-0e6a-4f00-aeca-adceb2bb3e0d,Bread - Sour Sticks With Onion,1329
e66313a9-8837-4ba9-8217-539736529522,Tea - Lemon Scented,216
ae1706c5-d68c-407c-99cf-2faf58935c23,Gelatine Powder,691
37b92cad-48eb-4693-9e02-2dda7021e3ad,Tea - Mint,145
4f24b364-3fef-445d-a3dc-3a47d7994c0b,Munchies Honey Sweet Trail Mix,406
5f40deac-6c6d-484f-bc08-364acd4e2ad8,"Doilies - 8, Paper",461
c86830f2-ce63-4a62-84fe-16f3cd46955e,Kippers - Smoked,160
13dbbc7b-b82c-408a-96cf-43fbd0579e50,Truffle Cups - White Paper,174
8763e141-a078-4538-9bc9-6ee85b611941,Puree - Mango,2697
f2c855dc-1e42-495e-8bd9-51876b218dd5,Vaccum Bag 10x13,549
1a88f019-b29b-4472-9c65-08b3e91f2605,Beans - Green,622
90f9107a-5cc0-4d3c-b379-aa9c0838462e,"Doilies - 8, Paper",362
97a99021-ef17-4cb3-b291-96174f1fdc75,Beef - Rib Eye Aaa,66152
1da0ba6d-949b-4946-a515-fd59a08b7343,"Syrup - Golden, Lyles",254
8caaede1-7a6e-45b3-b369-34b669d21f48,Strawberries,556
774a78a9-2160-4205-bcfb-c68c863d7707,Soup V8 Roasted Red Pepper,195
475dcfe0-1ad1-49c1-8706-f0745145dfda,Cheese - Roquefort Pappillon,160
d804791d-f2f8-43c9-bb4f-e73c5e9d56d7,Chinese Lemon Pork,324
d0cb4c06-15b3-4e49-88ec-0431b51983db,Bacardi Breezer - Strawberry,6685
