,id,fecha,id_producto,id_cliente,cantidad,descuento,id_tienda
30,2d706483-b75f-4930-97b0-775b9490b7e7,2023-11-23 09:50:00,1b5f37cc-a09f-4b9c-a806-5ac469879f99,6c291e18-424a-464a-8cbb-4ae5d92f5068,200,33,da2259c7-09d0-4927-baad-0e57ef21029b
31,9f46240a-b45b-49e1-b908-a58348751a5c,2023-03-19 21:17:00,06d400e3-bbe3-490b-9a85-1fd78a15b674,a42a818f-2d1b-4c9c-a8cf-a0f094d454ca,93,1,1f770d22-ea27-4105-a3f8-ec194af142e7
32,099724b2-d48b-4702-87ad-94d3635254e9,2023-09-06 11:04:00,15e3054a-c01e-428c-853c-058ed6dab764,b6208707-80ca-4a23-aa78-b2f6b1ceb9d0,104,17,5c8115fa-1e7d-4366-8883-b196659d92af
33,bee26fde-8a81-4ae0-87ae-6b9dc40f9157,2023-12-28 11:34:00,f161b93f-478e-41ef-b3ae-eb2fa5df83d5,66c39b86-2896-4847-94d3-19c85f274e4b,30,58,519962bd-ebfb-4981-a1e1-98f8df60c6d4
34,3de1a9ea-e33e-482c-9f72-8e5198dd8de4,2023-07-23 22:16:00,b715ff72-acb6-490f-843c-499fdc027e43,a8143da7-de8c-474a-aa2d-3e9f4fb63a3e,79,45,2ba5f11d-765f-4cd3-8d82-304ddb289850
35,64c83fda-ca0b-42d7-a292-e5d0b8821df6,2023-05-04 20:24:00,43754ce6-4541-43fb-abb4-789b42febdaf,90a16064-1bf0-44d0-a1c1-cfba15504d0d,108,14,4d6c3f3e-861a-4263-b9d4-f9a824445d7b
36,d16f498c-b7d3-4f8a-96eb-ab204fde8df1,2023-05-11 16:42:00,69d6ece3-426a-49b3-90ce-e5140a11d854,c2e8411d-c9e2-4686-a328-217bfba50dc6,83,39,95bb6fe2-a6ed-42c2-9965-1a9a81221def
37,1a1998b9-8fca-4f91-960c-4fbed73976c3,2023-12-03 13:57:00,5f8e91e5-1ca7-4ff7-abad-8cffa8488505,7828aae2-ac6e-44e0-9a9b-8f3ac54c2f9f,184,27,3e226b84-e7b0-4ec9-972b-b092b9a50537
38,9e7e0fec-5470-482e-b42b-2cc29902d484,2024-02-28 12:54:00,6e2a42ae-1c6f-4b18-8e82-20df9238acd5,30860441-08fc-46dc-b8aa-bd5682f20167,29,44,c1fe5cce-085d-4617-8e17-dea295b18c6d
39,7a505ceb-86c6-4676-b1f3-c072cc7824e9,2023-02-04 12:32:00,0154bac2-88c2-4dac-8e22-821fc28963cf,8254bc59-8115-4ddb-8104-7170058bef37,189,7,d5b32b00-0cae-4ec1-b991-219846643b04
40,e668450b-a46b-49c6-b031-d68e04fa4345,2023-04-23 11:38:00,472f84bb-3b4c-4828-8851-51c2a8e4c489,9cccebf4-1f71-425c-b8f7-2ec7672bcc2e,69,57,75e4fc63-3449-4622-b53e-ca17538f9359
41,2c637e16-2fee-4a4a-a15e-93d38436ec87,2023-07-04 18:16:00,905dba5c-f075-4dfa-bb31-1f86f0dc9891,f1cd1aea-4f85-4c04-b0fa-106aeab162a1,30,22,40f314b4-a81e-4b61-b5a1-b0050d5d3a56
42,04c63909-a76f-4f5c-83f3-a398c712ec96,2023-02-09 17:53:00,54b8d73d-8b79-4cae-abc9-d41f0de004d7,a376328c-e808-4f60-b1cb-fed2382ba93a,79,34,3e8a8df5-feec-4268-a0de-ad711464dd96
43,42df2e1a-96a3-4537-b518-4be5226a19a0,2023-10-21 21:06:00,6bde17af-02a0-4887-ac5b-4879b1eb71cb,92c1ceaf-05df-476f-9d20-a11e6deed986,120,11,7a0f5502-d735-40d4-9fe7-9bc08b745e91
44,fac04dd1-8c14-42d1-8d3b-ca67352f188d,2024-03-12 19:26:00,85e2310d-46fe-4321-95dc-f10715e85fe2,5b3622d5-c511-4d40-a05e-52f5b473be3c,106,18,1a52ed73-e7a0-45cb-b7fb-ca696fbf8525
45,a7e8912a-122e-4d16-b368-9067d0934aef,2023-11-05 21:41:00,f8e39b78-dcb9-4999-85c9-143ccca37fa4,b82d9518-d482-4f1d-b022-e9b3cf0a8bb4,86,29,7e883d0e-3d26-495a-89e2-86801b93f4dc
46,d8e493e6-b721-4216-a517-a2d5010b9ec2,2023-01-14 10:55:00,a5391197-e415-4383-bdce-f28a773bc16b,ff83c65e-4b8e-4391-b728-8507fa855829,28,5,9a61979a-ce27-4536-9b6f-7d1b70e64706
47,945b2402-51f7-439b-b357-14a19a841a78,2023-03-28 23:04:00,cca6aff9-b4bb-44be-863c-fdfefa61d8c5,3fece5f3-d69f-4ad1-bf61-37ec1f17bea5,169,6,c893409d-ade8-4a62-a352-0bd00c9851ca
48,f27c5224-ff7d-47bd-a090-e284ba70dd2a,2023-01-07 14:53:00,fa8a9d57-ced0-4bb4-af4d-6367116076ae,09959673-fe66-45cc-830c-b2da887612b4,79,3,f5677d67-1b49-4a05-8544-6de607cb204a
49,af700716-e39e-4a59-87f6-a6327898ac46,2023-04-13 17:48:00,84305095-2438-4a74-8bbb-e0b9e619a316,e8940e86-cb1b-448a-b891-7cccd4b24a05,148,29,4940a3b4-725d-408b-9b86-291fd60d3ae3
50,a0442aaf-3d45-4029-8e17-cbf3a055dcff,2023-04-08 14:48:00,d508dc1a-e134-4121-bcd2-f8b241f96be3,4826a0e7-ca8d-4d41-8344-ca03b920be97,115,24,d0f0777b-e2f5-4641-be77-b1288eeeacf3
51,e57407ae-9807-46ff-ac91-456ae1947a99,2023-01-08 23:38:00,07ffd756-7265-4066-bdc6-f628ddce4d7b,ffa4c35b-44ef-4c11-a0e1-3023d5a254fa,87,37,f5ac0710-15b5-453a-8acd-c679d3eae8f4
52,1216b9c9-c80e-4ccd-bc99-4f4c4d12a8eb,2023-04-15 22:24:00,5e158144-5149-4868-a4f1-4ff4c7b5ddaf,263a3c9d-7a3a-4e94-8736-a4f838e8fbc6,62,41,18e45544-8912-4376-ac00-344742c4dac5
53,e367dc19-92a3-4107-94f0-eedee3cb6c63,2024-03-23 18:19:00,d78775bb-8816-40eb-8d5b-273d4bdbe8d1,f115ebd3-926c-4f0d-9a75-4ddb1f6e40d4,149,52,2395e531-5bca-4121-920b-90a68b2e9ea9
54,93251224-4a33-4229-90b2-620084ebfbb3,2023-06-09 15:27:00,deb1a0e8-1846-4a77-b330-32e1f9a2cda2,0f708049-0e11-4573-8ef8-c87607c79231,90,53,f4d589d4-cfad-47d4-a6e4-be5def34ee5c
55,b5374253-b56a-4fa6-9db4-9f0cd0712876,2024-03-16 15:53:00,6472731c-2c79-443f-933c-c0decfd8d2de,6052f3fb-d353-4d60-bca0-74612c510929,189,59,938ff746-7871-4864-bc58-8718da2e9a08
56,9dab04ea-9488-44e1-93fb-c74411d1e846,2023-09-08 13:35:00,2265179d-9e22-41df-83c6-3840e0b48f78,40db127e-4e34-45f7-bcaa-8ae89d578e09,96,23,e4f59e62-ff15-45db-b3b1-6295e8d5c9f7
57,2d8c9404-ff73-48b4-9b6b-08878ce9b29d,2023-10-24 13:08:00,8bbe5f50-c39a-4243-87f3-bed86d1e0bad,5608ae10-36f3-4bc9-89d3-def546c8d76e,73,60,de191a3a-448f-4712-a73e-0d9f511e5e9f
58,0e7074fa-c5c5-43ee-aa2b-33ae76f0ee86,2023-01-25 10:02:00,cc028d7f-bc54-401c-8d4a-9ef697750c02,a294d9b7-1f19-49fe-a90c-a8df0e52faf3,1,25,c4dd6341-eb7d-40fe-b7d7-02088e77c1c6
59,2ec41f57-3bb9-4959-ba55-0ca7d30e31b0,2023-04-11 13:02:00,1ee2a5a4-6f92-4360-9123-a86ecb4b3806,7039efc4-409c-4ec2-b26a-53c4b6d33efe,1,20,e06cb8c5-f289-496a-9205-774aa8923c9c
60,93538ca9-13ea-4f3c-8a57-8e75db328b94,2023-04-19 22:40:00,b5cb4ce7-8811-4d5c-8627-c6981da8a256,d6d76e29-b9fa-4527-8e53-a73073d3ef5b,103,44,81962413-87dc-48fb-8faf-a6e8ff518d18
61,3d6389dc-02c4-4542-88e8-05783f87c03a,2024-02-27 17:28:00,960f327c-60e2-427d-b55c-b95c5457296e,b83112ab-0cb7-431f-9d25-eb343e5c8a29,116,55,fad95a45-213f-497d-8231-94c9f830e4e2
62,e0767b76-02fc-4303-85ad-1856220066d7,2023-06-19 09:03:00,fdbce3f3-7c83-462b-aa23-ad0eda22fcd7,51fb593b-65f4-4cea-8478-478d36f594b3,200,27,5bdae861-8a61-42e3-a736-03a62fc334fb
63,6cb05687-1f8b-49a7-aa13-b868c3d2377c,2023-08-19 16:54:00,d0b3c38a-258f-41c7-b98b-6094cdf0f776,cea54605-add3-42d0-ae0c-fdbfbca7a3a4,174,29,e3167899-c7f7-4523-ae3f-ca8b45b20d7e
64,ba167413-84bd-4a2f-aa90-a9136fa34ea9,2023-04-19 18:45:00,1bf185bd-2bb2-4071-8a06-bd9011187798,be78f5a0-10d7-4dda-ba8e-8ecc4f21be6a,17,46,f8119b06-fcb5-43ce-8f6d-2488cda673c8
65,fa97c70e-647a-492e-88ea-8d45b39ab65f,2023-10-29 10:33:00,cd515d21-1c12-46fe-8653-47ebca6a0560,aad291ad-ab01-4c5c-803c-8d58edeb9126,22,22,c4c3c62d-58b6-44fe-b074-251e97c1620f
66,82798be2-c682-4e3b-bf5a-e4cca05cd314,2023-07-02 11:39:00,86d97da7-808f-402b-ba62-b646959d5732,5cffed23-5a8d-47cb-8e97-e1f9d3f92141,92,27,fad67d60-bdca-4277-afeb-41634e5d8664
67,a6a51016-4b05-4faf-a7ed-1ce9b5523fe9,2024-03-13 23:05:00,34f5583c-db69-41a8-8d05-bcdfd980deb0,e73f9905-4e01-4204-87b4-673cb6580e22,99,55,65802a45-4f62-4501-8993-9921b7327aac
68,089d8e7b-8ed7-44da-ab5c-f18f390d5082,2023-02-13 13:08:00,2d3bf6e7-8802-4fa2-a367-45c86337b056,3dd027e4-f935-42f9-bf1e-dceee725cb55,55,6,823f24d5-6b6e-4b91-bee0-24aebc1ce7fb
69,902c6648-d743-4c4d-ba06-cab1389f6051,2023-09-28 11:20:00,a41e0db2-aac8-46de-a223-a7c61366ed36,6588b0f8-cd7c-4f2a-8835-37c0a3a5659d,123,52,22a69c44-2120-4de9-af65-03d5eddcd97b
70,1c7fb77a-ac01-44cb-a5c8-6940ead399c9,2023-03-02 14:39:00,818b3396-4110-496d-a738-c5c6ac65a651,b15d855c-8f7a-4ff4-bbbb-d2c0cf79ed95,37,15,5754364b-1154-46e2-9b85-7bdf037122a4
71,1ad1e9b5-5cd0-4781-8e32-6062bb29d85b,2023-03-17 10:41:00,63e5c824-9eba-451c-b499-bffb20c1fd15,5b654887-6585-4827-aaa1-19a468494896,101,34,d7d24f87-7367-40c8-80fe-fc3bed26e685
72,4a1146c4-c65e-4bde-809f-ca817f00cbea,2024-01-28 17:44:00,ddd8cc21-5b35-4d56-a4e5-0fa49c53d605,b8d95517-3bfb-47d4-adf7-a61ae11d4874,12,23,b4160ed2-8083-4d2b-93e6-076ed89c19bc
73,767f0620-2d85-4ba2-b6f8-fbb522f61f32,2023-01-28 16:52:00,a2b13254-5a29-4eef-9310-58f5e674bdeb,fb4562f5-659f-4e2b-93be-b47a9fc0f323,143,4,8f58b552-8b38-492b-93be-d5f5caff0912
74,c7249758-5028-4305-8dec-51e88f9ca7aa,2023-11-01 14:22:00,7a20b8f8-cfbe-41ce-993f-8ca380605413,a4a06f93-c6f1-4739-84ea-ac6c1ad0805a,15,52,29fc5c34-42d0-4160-a5f1-40a0d09b9595
75,787f2ed0-e2a1-4d27-ad8e-0bc2a0005ac6,2023-10-13 23:49:00,7f40020a-be5d-477d-81b8-b983ecd7bda3,42629f0e-20f3-49a3-aae6-5d47d0fef752,19,53,de1add34-2b0a-4fb0-b54c-f7f86125fbdc
76,5625d79b-795f-4ff7-a602-ff76496b08f5,2024-03-09 09:18:00,4b92d3ce-5070-4801-b73e-1ed5522fe458,81ecc2c5-8944-48bc-a8aa-1db7aa775ff7,34,20,a40aba74-98b3-4ce6-920a-d0b8b28b32b6
77,7acc0388-cc59-4026-8bca-7f22a2400f2d,2023-06-03 17:01:00,07242f90-a1f0-4d61-a3d9-97f8a3c4813d,6b2161c3-b7a9-4524-a9fd-969c93473eff,156,19,626d1871-38e6-4f1e-9307-d9c8a06439f8
78,efe19f6c-053d-4a34-9e18-dcb258a855aa,2023-12-20 18:56:00,d4d18b28-7d90-4ea9-becc-f48b16af8d13,f0d34866-7667-452e-8e03-231f5bfcee96,89,6,b29b5f74-6303-4761-a0fd-2df583854c24
79,08181b0c-76c0-4853-acf6-948374c9ffc8,2023-04-13 10:06:00,c59f5d5e-1f7c-49cf-a93a-f66e818c5cf4,6043ef08-9812-4740-874e-b084d19db850,56,39,7af9ec16-ea47-4619-ae57-6759b5d33ad2
80,76797350-56fd-48d2-84fe-f7eb6ba610e8,2023-05-10 12:06:00,b4db6bba-82e6-4467-83d5-f0b3edb47260,d1a0d4bf-23f5-485f-b86c-6f42759058ec,146,12,3e45c268-dc95-40e4-8b25-51d10e4b0d48
81,20ac30c9-ba62-4cc3-b252-74a6f8eeb46c,2023-09-13 23:02:00,e68350a9-ba08-400d-85b2-ee85b74298ce,6f8d64f8-7561-4c3c-883c-bb0baec8381d,82,29,6969075c-406f-4e72-8cab-893682665578
82,2213f99b-d012-4e49-8ce8-ef0ee8538ea5,2023-05-15 21:45:00,c6f1706b-9367-4c46-ab7f-7ad7ef57e8a4,5b2b78e0-5973-4c86-813d-72de8194ddd8,191,35,ba513c3a-8e4a-41f1-b575-25cd15b2dd2f
83,883386b4-ad4a-4c73-adfd-dde32a1d36af,2024-01-18 21:28:00,bda02fd2-f1f4-4d94-9409-bccc9084891c,1dfd7acf-7cfc-4507-bd83-cb7081be45ce,39,54,da7bfa75-af6a-4b8b-8ca3-0eb4b694375f
84,d690ef90-4b1e-44a3-9b0b-197f8660b455,2023-01-25 20:28:00,51ded5d6-b8d5-464f-9a3b-e447e5591813,2dea46d7-d87f-48cb-a957-376b2cef6fe1,69,49,3a6e2edb-4601-49f0-bc78-81ba405bf33e
85,f015b9a7-fa8d-45f7-a67f-a5448a196155,2023-02-28 21:19:00,0bbe57b7-d645-4d4d-9fd9-6cdeb12e11b2,92dc27e7-6215-4798-bd17-ce13f5de70ae,52,21,469c0ba8-000a-4256-8b7e-9fd4b17cae69
86,08e40465-46dd-4305-8a64-43d43f7689cb,2023-01-27 20:22:00,ca40c85a-9a7a-4080-b6b0-4c2274750c2e,5dc5c9f3-e293-4956-b6f5-db47a13eca18,160,55,127f5447-44f3-42ca-8284-5b3cb2041830
87,195ac77f-6e43-41f8-a5e0-3e33b10b4027,2023-07-24 18:17:00,b5aef4ab-d0fd-40bd-bd8a-2b431ddf1552,ebb63d77-cdf6-45cb-994b-750e94555875,101,16,c4192c30-a748-4572-b349-8cb067298af1
88,d2a3e629-7be3-4a78-9cf4-12f540fa2ce5,2023-10-23 16:35:00,b037b949-2c70-43b5-8d1f-af9aebf549b0,eb8d15c3-8a79-49a5-9cc7-b6b69fd5ca5e,25,50,be03a279-41b8-4888-9650-be96d84f2bd7
89,60bf6a04-28d8-4b21-8314-086a47b22961,2023-09-29 17:29:00,4d678eab-8343-40a0-8436-0d9b4c6d0445,f97f0054-6aec-4d9b-9487-acd5dccfafe8,117,15,8d9be157-d99a-44cd-a3b2-64d2558129ff
90,c7be98c0-2e05-4c87-96c3-fe14aaad6b16,2023-11-12 18:57:00,03982460-e18f-4331-87d7-58958de20f4d,92cb2426-d987-4208-b1b7-06c28602f821,4,29,f500178e-5483-4ba2-9609-9ffce8da6e02
91,68187a53-101f-4edd-8a1a-d45c99f34001,2024-03-18 14:58:00,933f5b59-58af-4d94-882c-1aed96670cae,33582c8d-c64b-41e9-a7b6-36860858b3d1,113,8,af1f6936-f8c5-4b12-b70f-988ce4dfad1c
92,4c219f88-eb5c-4885-b027-a7100c57ab47,2023-09-10 15:35:00,97d2562e-5341-4698-830c-85de12fd6176,e39c6e2f-23cd-401b-9603-6c1c90b55c51,34,8,b5e5eb79-6d12-4a00-a5bf-cd2f92821f89
93,e8bf25b1-35ab-4cdc-a36a-98aff189043b,2023-04-17 21:05:00,46d059e5-08ce-4523-8532-3edb42c9fd58,262f17e5-a1fb-447f-8f7f-cd7097dfa7cc,29,34,07a7615b-5237-47f9-8fcf-62ae009e22dc
94,a76acff3-b773-49ce-9b90-bbb93dc98fdb,2023-02-13 23:39:00,972568b4-ac18-4329-af19-4a35d31828a3,a4813725-40dc-4be8-8286-2e67be9c988d,26,57,4fa507ee-0b34-4559-b4f2-0744a4cbcedb
95,9be48910-d6a3-4d02-804d-45f13ec536da,2023-07-03 09:22:00,c907378d-1862-4163-9ac3-4e4f9d7fc76a,34ba89e0-f9c0-4e5a-b063-6ce38b649a28,78,60,fe56f600-0805-4b7d-86ca-479b420bcc7d
96,9e5961e4-0cec-4afe-ad05-d21ed7609f48,2023-03-02 09:20:00,07f79655-d56f-4738-ae22-93a46035316a,5382f236-2907-42d8-ad42-5530b6038d26,40,7,527750e9-2636-420d-a68a-a6a03ef5d02f
97,52b7ffcc-469a-4e70-ba1a-62ff0f70116b,2024-01-14 21:49:00,f64616c8-1a9a-4397-bcd1-0e06b420e9ec,5d641d0d-cd73-4673-aa1d-a7db90c3230f,18,51,0b66b1fc-6cec-48cb-b8ac-a9519ad6293d
98,dd642d23-98c7-44e8-9a98-adb180736107,2024-03-18 09:03:00,741c5798-6cda-4f5a-af75-afcaacbf283a,fe3d544f-727f-468f-a478-f3331a9889a0,199,28,30fd6b9c-d751-43ef-9038-3af5591ac676
99,d8e2fea0-ef89-48b4-8f7d-cc5b27d02e94,2023-05-24 10:57:00,d15ee2b8-a18d-45f2-9407-06164b5bb985,696cc865-c67d-4061-8d31-e88d4f0eb970,85,45,d4b1d7b6-2ae5-4f7b-a473-c96e506107a1
100,28b325c0-6fce-4233-957e-0ad48fe60fed,2023-04-26 18:01:00,ea3e1bba-ca7a-4aa0-ba63-9c5557a1be71,4fd0a1a3-3c44-40a9-9ef9-efc915c51ac4,183,34,a4ba40bf-7091-44de-96a7-10d47e588f80
101,240160fc-3b6e-407c-bc71-daa58102ee80,2023-09-19 12:31:00,7bbe7441-b997-4560-9927-c033e6af080b,0000edf7-0970-46df-b53a-4191131c3f05,192,47,536f7838-388b-4074-80cc-ff64406f8606
102,23206c76-4330-48b5-9f61-8535b0d5946e,2023-02-27 15:03:00,2624bf61-6ac7-452a-86b1-a1d620a3c25f,54e78d4e-6032-40d1-8e27-e71652714d54,24,34,faa6a5d5-1a6a-42f5-ab18-1bee8c481762
103,970538f9-e3f6-4c38-9b8a-fa4ac8529945,2023-09-19 10:06:00,2343a8d3-c37d-4a3b-b9eb-1e5de9bf5b23,974d39cf-69cd-4a7f-bbe8-71cdd8b37c8d,55,40,30d45edb-535d-4ba1-abda-127f9d78ca76
104,ece99b98-609e-4fc7-94c3-e4df903033ae,2023-08-17 12:24:00,910ffbe6-5640-4f25-98fd-d57e6e6354d0,2e5b5480-8e45-4de6-8789-35f63515f2f1,107,16,4db0e09b-f0f1-4b38-bf3f-d472d39143f0
105,0101906b-4d7f-4106-8aa4-155cb552c445,2023-04-22 18:40:00,5e10234f-a851-4b31-b8fd-672236eecd6d,f89a32f0-d43d-4d7b-9a6e-46c1d1897aec,9,24,0514b582-d4d4-47e3-b8e7-c582d2fa04eb
106,1a375eff-8718-4332-afd6-c57ca78d57d1,2024-02-11 13:29:00,a483ccbb-6a7c-42d1-a1fe-a90b9ea0eb06,55205765-e1a2-4559-a797-72577b4ad185,158,16,76731520-e166-467f-91ed-077494d07c1a
107,28b008d7-ea6f-4ccf-beb5-bcc13258d6fe,2023-04-19 15:10:00,70a9ffb4-1fa8-4355-8556-d9b4729f950d,0729e05e-ff13-4b83-bf07-b55f1a03ebe7,180,45,be8b2fce-1b3b-41e5-aa2b-e55c6553e155
108,8be0274a-e517-4968-a8e3-aa8fa73b2009,2023-01-05 19:19:00,49becd65-766d-42d1-b4f7-45871fa25065,92fd98ca-a90d-4aa9-98aa-0c8626ff3b0d,44,57,9f568aa9-c66d-462b-8bf5-453a837bd252
